18.06.2026                                                                                             Dynamic List Display                                                                                                    1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
18.06.2026                                                                                      Order Info System - Production List                                                                                          1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SchedStart|Sched.Fin.|Act. start|Act.finish|Order       |Material  |Mat. descriptn                      |Target qty|Conf. qty|Customer                           |Priority|System Status                           |UserStatus|
|15.06.2026|17.06.2026|17.06.2026|          |200234340807|ES2816-000|CSJP-55/17-435/U-CN                 |        9 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|15.06.2026|17.06.2026|17.06.2026|          |200234340809|ES2816-000|CSJP-55/17-435/U-CN                 |       13 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|15.06.2026|17.06.2026|          |          |200234340810|ES2816-000|CSJP-55/17-435/U-CN                 |       42 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|15.06.2026|17.06.2026|          |          |200234340811|ES2816-000|CSJP-55/17-435/U-CN                 |       36 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |          |
|15.06.2026|17.06.2026|17.06.2026|          |200234340813|ES2816-000|CSJP-55/17-435/U-CN                 |        4 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|22.06.2026|24.06.2026|          |          |200234400751|ES2816-000|CSJP-55/17-435/U-CN                 |       22 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|29.06.2026|01.07.2026|          |          |200234400747|ES2816-000|CSJP-55/17-435/U-CN                 |       26 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|29.06.2026|01.07.2026|          |          |200234400753|ES2816-000|CSJP-55/17-435/U-CN                 |        9 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|15.04.2026|16.04.2026|17.04.2026|17.04.2026|200233921245|ER5583-000|CSJB-75/25-552/U-Q-JZ               |      600 |     600 |                                   |        |REL  PRT  CNF  PRC  BASC BCRQ GMPS MACM*|PREP      |
|15.06.2026|17.06.2026|16.06.2026|          |200234341021|ET3960-000|CSJP-63/19-462/U-LF-S               |       19 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|23.06.2026|23.06.2026|          |          |200234402103|ER5583-000|CSJB-75/25-552/U-Q-JZ               |      130 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400742|ET3960-000|CSJP-63/19-462/U-LF-S               |       22 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|24.06.2026|28.06.2026|          |          |200234400917|ET3960-000|CSJP-63/19-462/U-LF-S               |      200 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400756|ES7597-000|CSJP-47/14-435/U-CN                 |       20 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|23.06.2026|23.06.2026|          |          |200234402110|EP8797-000|CSJBS-49/15-410/U-QA                |      182 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|23.06.2026|26.06.2026|          |          |200234400815|ET3949-000|CSJP-63/19-462/U-S                  |        5 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400746|ES0839-000|CSJP-55/17-435/U-JZ                 |       55 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|17.06.2026|20.06.2026|          |          |200234354405|ET7333-000|CSJ-47/17-1-BJ-S                    |       63 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|13.05.2026|18.05.2026|11.05.2026|26.05.2026|200234113427|ES7599-000|CSJP-75/25-552/U-JZ                 |      300 |     300 |                                   |        |REL  PRT  CNF  PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|10.06.2026|15.06.2026|11.06.2026|18.06.2026|200234295735|ES7599-000|CSJP-75/25-552/U-JZ                 |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|PREP      |
|15.06.2026|17.06.2026|16.06.2026|          |200234341017|ES7599-000|CSJP-75/25-552/U-JZ                 |       54 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|16.06.2026|21.06.2026|16.06.2026|          |200234354030|ES7599-000|CSJP-75/25-552/U-JZ                 |      282 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|22.06.2026|24.06.2026|          |          |200234400501|ES7599-000|CSJP-75/25-552/U-JZ                 |       22 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400503|ES7599-000|CSJP-75/25-552/U-JZ                 |       37 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400507|ES7599-000|CSJP-75/25-552/U-JZ                 |       73 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|23.06.2026|27.06.2026|          |          |200234400809|ES7599-000|CSJP-75/25-552/U-JZ                 |      180 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|16.06.2026|20.06.2026|          |          |200234354259|ET4277-000|CSJB-47/14-435/U-CM-JZ              |      480 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|COMP PREP |
|23.06.2026|27.06.2026|          |          |200234402031|ES7592-000|CSJB-47/14-435/U-CN                 |      720 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|24.06.2026|29.06.2026|          |          |200234401531|EP9613-000|CSJS-49/15-410/U                    |      288 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|26.06.2026|01.07.2026|          |          |200234401532|EP9613-000|CSJS-49/15-410/U                    |      202 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|16.06.2026|20.06.2026|          |          |200234354270|ET3953-000|CSJP-83/30-552/U-S                  |       79 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ GMPS MACM MSCP*|PREP      |
|22.06.2026|24.06.2026|          |          |200234400738|ES7598-000|CSJP-63/19-462/U-JZ                 |       28 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400743|ES7598-000|CSJP-63/19-462/U-JZ                 |        1 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|23.06.2026|27.06.2026|          |          |200234086639|ES7598-000|CSJP-63/19-462/U-JZ                 |        9 |       0 |TE Connectivity Brasil Industria de|5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|17.06.2026|17.06.2026|          |          |200234368056|ET3958-000|CSJB-63/19-462/U-LF-Q-S             |      200 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM MSCP SETC |PREP      |
|22.06.2026|25.06.2026|          |          |200234402021|ET3947-000|CSJB-75/25-552/U-S                  |      360 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|24.06.2026|24.06.2026|          |          |200234402107|ER8477-000|CSJB-63/19-462/U-LF-Q-JZ            |      240 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|23.06.2026|26.06.2026|          |          |200234402028|ET3936-000|CSJB-63/19-462/U-LF-S               |      160 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|24.07.2026|28.07.2026|          |          |200234116234|ET3936-000|CSJB-63/19-462/U-LF-S               |       12 |       0 |TE Connectivity Australia Pty Ltd  |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|22.06.2026|22.06.2026|          |          |200234402108|ET3942-000|CSJB-47/14-435/U-Q-S                |      300 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|17.06.2026|22.06.2026|17.06.2026|          |200234354035|ET3938-000|CSJP-47/14-435/U-S                  |      300 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|23.06.2026|28.06.2026|          |          |200234401529|ET3938-000|CSJP-47/14-435/U-S                  |      300 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400740|ET5212-000|CSJP-63/19-462/U-LF-JZ              |       12 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|22.06.2026|24.06.2026|          |          |200234400744|ET5212-000|CSJP-63/19-462/U-LF-JZ              |        3 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|08.04.2026|08.04.2026|07.04.2026|          |200233886957|EP0777-000|EXRM-1491-760-25X3.6-QA             |       10 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|17.06.2026|18.06.2026|18.06.2026|          |200234348952|ER1602-000|EXRM-1491-660-25X3.6-QA             |       10 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|17.06.2026|18.06.2026|18.06.2026|          |200234349059|EP0778-000|EXRM-1491-830-30X3.6-QA             |       10 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|23.06.2026|23.06.2026|          |          |200234414243|EP0781-000|EXRM-1491-960-36X3.6-QA             |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|25.06.2026|25.06.2026|          |          |200234402227|EP0777-000|EXRM-1491-760-25X3.6-QA             |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.06.2026|26.06.2026|          |          |200234402228|ER1602-000|EXRM-1491-660-25X3.6-QA             |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|23.06.2026|23.06.2026|          |          |200234402162|EK3740-000|EXRM-1341-PN-1-315                  |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|18.06.2026|18.06.2026|18.06.2026|          |200234217915|ES4857-000|EN-CGPT-25.4/12.7-0-3000MM          |      200 |      46 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|21.06.2026|21.06.2026|          |          |200234197061|ES4646-000|EN-CGPT-12/4-X-150MM                |       32 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|17.06.2026|18.06.2026|          |          |200234093406|A56792-000|EXRM-1341-PN-1-390                  |    2,000 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|23.06.2026|23.06.2026|          |          |200234402161|EP8856-000|EXRM-1341-PN-1-330                  |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|30.06.2026|01.07.2026|          |          |200234402171|A56792-000|EXRM-1341-PN-1-390                  |    2,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|07.07.2026|08.07.2026|          |          |200234402173|A56792-000|EXRM-1341-PN-1-390                  |    2,000 |       0 |                                   |        |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|25.06.2026|26.06.2026|          |          |200234266454|4623556011|CGPT-32/16-0-500MM                  |      750 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|01.07.2026|01.07.2026|          |          |200234360490|ES4657-000|EN-CGPT-39/13-X-1400MM              |      300 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.06.2026|26.06.2026|          |          |200234257738|ES4855-000|EN-CGPT-24/8-0-500MM                |       95 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|03.07.2026|03.07.2026|          |          |200234235269|D04976-000|BAH-018070298                       |      100 |       0 |TE Connectivity Energy GmbH        |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|02.07.2026|02.07.2026|          |          |200234331519|ES4858-000|EN-CGPT-12/4-0-2800MM               |       24 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|25.06.2026|25.06.2026|          |          |200234257737|EP9148-000|EN-CGPT-12/4-X-400MM                |      200 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|25.06.2026|26.06.2026|          |          |200234280863|5069888063|CGPT-25.4/12.7-0-1M                 |      375 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|01.07.2026|02.07.2026|          |          |200234402172|E04316-000|EXRM-1341-PN-1-370                  |    2,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|08.07.2026|09.07.2026|          |          |200234402175|E04316-000|EXRM-1341-PN-1-370                  |    2,000 |       0 |                                   |        |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|23.07.2026|23.07.2026|          |          |200234402169|CJ9345-000|EXRM-1874-480                       |    1,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|24.06.2026|24.06.2026|          |          |200234349734|ES4651-000|EN-CGPT-24/8-X-800MM                |      100 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|15.07.2026|15.07.2026|          |          |200234303465|ES4651-000|EN-CGPT-24/8-X-800MM                |       40 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|19.06.2026|19.06.2026|          |          |200234217916|ES4656-000|EN-CGPT-39/13-X-800MM               |      250 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|24.06.2026|24.06.2026|          |          |200234402165|CL6775-000|EXRM-1874-485                       |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|03.07.2026|03.07.2026|          |          |200234372307|F43304-000|BAH-018070300                       |       10 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|10.07.2026|10.07.2026|          |          |200234372305|4623556012|CGPT-32/16-0-1000MM                 |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|23.06.2026|23.06.2026|          |          |200234402164|CL6778-000|EXRM-1874-500                       |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|15.07.2026|15.07.2026|          |          |200234353984|EE7633-000|BAH-018070553                       |      300 |       0 |                                   |        |CRTD MSPT PRC  BASC BCRQ MSCP SETC      |          |
|17.06.2026|17.06.2026|17.06.2026|18.06.2026|200234266453|ES4653-000|EN-CGPT-19/9.5-3000MM               |      224 |     178 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|          |
|08.07.2026|08.07.2026|          |          |200234353983|6339876016|CGPT-12/4-0-600MM                   |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|15.07.2026|15.07.2026|          |          |200234340283|EE7622-000|BAH-018070552                       |      110 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM MSCP SETC      |          |
|04.06.2026|04.06.2026|          |          |200234149514|EB6959-000|BAH-018070481                       |       37 |       0 |                                   |        |REL  PRT  PRC  BASC BCRQ MACM SETC      |          |
|19.07.2026|19.07.2026|          |          |200234353668|ES4647-000|EN-CGPT-12/4-X-200MM                |      500 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|25.06.2026|25.06.2026|          |          |200234402168|CJ9344-000|EXRM-1341-PN-1-435                  |    1,000 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.08.2026|26.08.2026|          |          |200234272013|E09316-000|BAH-018070280                       |      100 |       0 |TE Connectivity Energy GmbH        |5       |CRTD PRC  BASC BCRQ MACM SETC           |          |
|19.06.2026|25.06.2026|15.06.2026|          |200234151379|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       11 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|03.07.2026|09.07.2026|          |          |200234151527|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       15 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|03.07.2026|13.07.2026|          |          |200234282633|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       32 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|07.07.2026|14.07.2026|          |          |200234151531|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       20 |       0 |                                   |        |CRTD MSPT PRC  BASC BCRQ SETC           |          |
|14.07.2026|20.07.2026|          |          |200234342751|BM4476-000|BOW-PBA1-30-05VB-6-DD               |       17 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|30.07.2026|07.08.2026|          |          |200234285234|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       35 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|31.07.2026|10.08.2026|          |          |200234285220|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       32 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|31.07.2026|10.08.2026|          |          |200234285330|BM4497-000|BOW-PBA3-120-20VB-6-DD              |       35 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|08.06.2026|17.06.2026|04.06.2026|          |200234311322|BM4469-000|BOW-PCA3E-120-20VB-6-DD             |       32 |       0 |                                   |        |REL  PRT  PCNF PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|11.06.2026|22.06.2026|10.06.2026|          |200234359657|BM4469-000|BOW-PCA3E-120-20VB-6-DD             |       32 |       0 |                                   |        |REL  PPRT PCNF PRC  BASC BCRQ GMPS MACM*|COMP PREP |
|25.06.2026|02.07.2026|          |          |200234330256|BM4447-000|BOW-PCA1-24-04VB-6-DD               |       50 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.06.2026|03.07.2026|          |          |200234330238|BM4447-000|BOW-PCA1-24-04VB-6-DD               |       50 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.06.2026|03.07.2026|          |          |200234330240|BM4447-000|BOW-PCA1-24-04VB-6-DD               |       50 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.06.2026|03.07.2026|          |          |200234330243|BM4447-000|BOW-PCA1-24-04VB-6-DD               |       50 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|26.06.2026|03.07.2026|          |          |200234330249|BM4447-000|BOW-PCA1-24-04VB-6-DD               |       50 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
|09.07.2026|20.07.2026|          |          |200234181394|BM4469-000|BOW-PCA3E-120-20VB-6-DD             |       32 |       0 |                                   |        |CRTD PRC  BASC BCRQ MACM SETC           |          |
